word;averageAoA;SD;Min;Max;ItemZScore;OralFreq_Log; WrittenFreq_Subtlex-ESP_Log; WrittenFreq_LEXESP_Log;WrittenFreq_espal_Log;espal_max_lem_cat;max_lem_code;espal_es_num_syll
entiende;5.30;1.669;2;9;-0.297;2.320;3.403;2.352;1.478;VERB;VMIP3S0;3
entiendes;5.94;2.094;3;11;0.039;2.519;3.859;1.633;0.577;VERB;VMIP2S0;3
entiendo;5.58;1.875;2;10;-0.192;2.487;4.140;2.223;1.320;VERB;VMIP1S0;3
entierro;6.98;2.325;1;11;-0.174;1.362;2.369;1.857;1.076;NOUN;NCMS000;3
entonces;5.40;2.222;1;11;-0.204;3.809;4.749;3.485;2.698;ADVERB;RG;3
entorno;8.36;1.925;2;11;0.768;2.083;2.433;2.290;1.715;NOUN;NCMS000;3
entra;3.80;1.807;1;8;-1.147;2.356;3.616;2.393;1.679;VERB;VMIP3S0;2
entrada;5.06;2.054;1;11;-0.809;2.566;3.417;2.681;2.044;NOUN;NCFS000;3
entrado;6.32;2.208;2;11;0.211;2.124;2.775;2.220;1.340;VERB;VMP00SM;3
entrar;3.96;1.641;1;9;-1.229;2.666;3.998;2.773;1.995;VERB;VMN0000;2
entre;4.36;1.956;1;8;-1.297;3.407;4.216;3.913;3.278;ADPOSITION;SPS00;2
entrega;7.14;2.119;2;11;0.034;2.017;3.064;2.164;1.650;VERB;VMIP3S0;3
entrenador;6.84;1.707;4;11;0.455;2.079;3.442;2.188;1.670;NOUN;NCMS000;4
entretener;7.14;1.726;3;11;-0.200;0.845;2.021;1.279;0.474;VERB;VMN0000;4
entretenido;7.22;2.131;2;11;0.021;1.079;2.212;1.398;0.443;VERB;VMP00SM;5
entretenimiento;8.22;2.169;3;11;0.212;1.041;;1.613;0.995;NOUN;NCMS000;6
entrevista;8.44;2.012;4;11;0.308;2.384;3.205;2.233;1.611;NOUN;NCFS000;4
entrometido;6.94;2.054;3;11;-0.280;;1.851;0.778;0.274;ADJECTIVE;AQ0MSP;5
entusiasmo;7.54;2.296;3;11;-0.024;1.716;2.543;2.384;1.430;NOUN;NCMS000;4
envidia;8.48;1.992;4;11;0.661;1.833;2.555;2.217;1.217;NOUN;NCFS000;3
envidiar;7.82;2.318;3;11;0.160;0.477;1.000;1.204;0.391;VERB;VMN0000;3
epílogo;10.58;0.971;7;11;1.192;0.699;1.176;1.000;0.531;NOUN;NCMS000;4
episodio;8.20;2.213;4;11;0.219;1.505;3.012;1.987;1.644;NOUN;NCMS000;4
época;8.02;2.254;2;11;0.274;2.734;3.300;2.852;2.274;NOUN;NCFS000;3
epopeya;10.27;1.317;6;11;1.078;0.699;1.176;1.322;0.573;NOUN;NCFS000;4
equilátero;9.02;1.824;3;11;0.756;0.301;0.699;0.301;0.114;ADJECTIVE;AQ0MS0;5
equilibrio;7.90;2.043;3;11;0.335;2.009;2.616;2.444;1.707;NOUN;NCMS000;4
equipo;5.44;1.809;1;10;-0.640;3.050;4.056;3.057;2.453;NOUN;NCMS000;3
equipos;5.72;1.666;3;10;-0.080;2.326;3.117;2.517;1.946;NOUN;NCMP000;3
equivocación;6.84;2.122;2;11;0.176;1.041;2.223;1.431;0.630;NOUN;NCFS000;5
era;8.00;2.399;2;11;0.139;3.768;4.863;4.055;3.115;VERB;VSII3S0;2
éramos;5.92;1.893;2;11;-0.010;2.241;3.263;2.158;0.733;VERB;VSII1P0;3
eran;5.64;2.337;2;11;-0.261;3.000;3.945;3.346;2.496;VERB;VSII3P0;2
eres;4.00;1.818;1;9;-0.850;2.967;4.828;2.643;1.656;VERB;VSIP2S0;2
erizo;5.61;2.352;2;10;-0.236;0.301;1.568;0.699;0.419;NOUN;NCMS000;3
ermita;7.94;2.142;4;11;0.199;1.301;0.477;1.477;1.423;NOUN;NCFS000;3
ermitaño;9.80;1.666;4;11;0.920;;1.531;0.699;0.636;NOUN;NCMS000;4
erótica;9.82;1.380;6;11;0.977;1.380;1.964;1.681;0.595;ADJECTIVE;AQ0FS0;4
erótico;9.92;1.550;5;11;0.886;1.362;2.215;1.763;0.619;ADJECTIVE;AQ0MS0;4
erre;4.96;2.563;2;11;-0.505;2.137;;1.176;0.204;NOUN;NCFS000;2
error;5.68;1.845;2;10;-0.553;2.223;3.750;2.502;1.800;NOUN;NCMS000;2
errores;6.58;1.864;4;11;0.150;2.068;3.158;2.258;1.594;NOUN;NCMP000;3
erudición;10.80;0.728;8;11;1.408;0.477;;1.079;0.619;NOUN;NCFS000;4
erudito;10.74;0.723;8;11;1.435;0.301;1.643;1.362;0.739;ADJECTIVE;AQ0MS0;4
erupción;8.48;2.023;4;11;0.442;1.041;2.350;1.342;0.822;NOUN;NCFS000;3
es;3.18;1.699;1;7;-1.184;4.725;5.844;4.529;3.846;VERB;VSIP3S0;1
esa;4.24;2.361;1;10;-0.915;3.645;4.725;3.601;2.698;DETERMINER;DD0FS0;2
ésa;3.82;2.537;1;11;-0.882;2.525;3.355;2.274;1.458;PRONOUN;PD0FS000;2
esas;4.10;2.358;1;11;-0.843;3.172;4.143;3.131;2.212;DETERMINER;DD0FP0;2
escala;8.90;1.898;4;11;0.677;1.613;2.722;2.241;1.866;NOUN;NCFS000;3
escalar;6.44;1.971;3;11;-0.151;1.114;2.369;1.146;0.720;ADJECTIVE;AQ0CS0;3
escalera;3.42;1.540;1;7;-1.071;1.580;2.990;2.332;1.376;NOUN;NCFS000;4
escaleras;3.87;1.044;1;8;-1.037;1.477;3.045;2.158;1.064;NOUN;NCFP000;4
escalofrío;7.10;2.384;1;11;-0.094;0.301;1.447;1.602;0.492;NOUN;NCMS000;5
escalón;3.54;1.705;1;9;-0.982;1.114;2.173;1.398;0.618;NOUN;NCMS000;3
escándalo;7.40;2.259;3;11;0.097;1.839;2.787;2.346;1.411;NOUN;NCMS000;4
escapada;7.86;1.874;5;11;0.517;1.146;1.748;1.462;0.383;ADJECTIVE;AQ0FSP;4
escapar;5.76;2.026;2;11;-0.301;1.342;3.320;2.220;1.514;VERB;VMN0000;3
escaparate;6.20;1.917;2;10;-0.416;1.176;1.415;1.826;0.569;NOUN;NCMS000;5
escape;8.26;1.998;4;11;0.270;1.255;2.945;1.690;1.058;NOUN;NCMS000;3
escarabajo;5.94;2.152;2;11;-0.632;;1.919;0.954;0.892;NOUN;NCMS000;5
escasez;9.24;2.153;3;11;0.661;1.322;2.021;1.881;1.183;NOUN;NCFS000;3
escayola;7.60;1.917;4;11;0.330;1.279;0.699;1.362;0.475;NOUN;NCFS000;4
escena;7.90;1.810;3;11;0.196;1.863;3.499;2.582;1.853;NOUN;NCFS000;3
escenario;5.46;2.121;2;11;-0.600;2.068;3.166;2.418;1.680;NOUN;NCMS000;4
escéptico;10.70;0.614;9;11;1.253;0.778;1.875;1.491;0.648;ADJECTIVE;AQ0MS0;4
esclavitud;8.16;1.646;5;11;0.196;1.079;2.320;1.602;1.208;NOUN;NCFS000;4
esclavo;8.02;1.879;4;11;0.583;1.114;2.630;1.863;1.084;ADJECTIVE;AQ0MS0;3
esclerosis;10.78;0.616;8;11;1.286;1.041;2.049;1.204;0.436;NOUN;NCFN000;4
escoba;4.20;1.738;1;8;-0.805;0.954;2.276;1.230;0.507;NOUN;NCFS000;3
escoger;6.22;2.493;1;11;-0.305;1.505;2.742;1.763;1.013;VERB;VMN0000;3
escolar;5.26;2.136;1;11;-0.470;1.663;2.807;1.778;1.307;ADJECTIVE;AQ0CS0;3
esconder;3.66;1.533;1;8;-0.973;1.176;2.780;1.491;0.927;VERB;VMN0000;3
escondite;3.88;1.438;2;8;-1.239;0.903;2.543;1.431;0.632;NOUN;NCMS000;4
escopeta;6.48;2.197;3;11;-0.195;1.079;2.502;1.740;0.764;NOUN;NCFS000;4
escorbuto;10.30;1.282;6;11;1.043;;1.342;0.602;0.199;NOUN;NCMS000;4
escoria;9.92;1.627;5;11;0.872;0.301;2.447;0.845;0.373;NOUN;NCFS000;3
escorpión;6.42;2.120;3;11;-0.127;;2.086;0.954;0.415;NOUN;NP00000;3
escribe;4.70;1.632;1;8;-0.734;2.045;2.995;2.281;1.492;VERB;VMIP3S0;3
escribir;3.90;1.182;1;6;-1.241;2.350;3.443;2.689;1.756;VERB;VMN0000;3
escrito;6.22;2.324;2;11;-0.239;2.316;3.243;2.595;2.123;ADJECTIVE;AQ0MSP;3
escritor;7.38;2.465;2;11;-0.084;2.210;2.972;2.662;1.959;NOUN;NCMS000;3
escritorio;5.88;1.780;3;10;-0.495;0.699;3.125;1.748;0.990;NOUN;NCMS000;4
escritura;5.92;1.957;2;11;-0.530;1.602;2.507;2.149;1.500;NOUN;NCFS000;4
escrúpulo;10.28;1.294;6;11;1.081;0.301;0.845;1.255;0.400;NOUN;NCMS000;4
escuchar;4.32;1.518;2;8;-0.853;2.358;3.567;2.417;1.603;VERB;VMN0000;3
escudo;6.42;1.918;3;11;-0.421;1.279;2.633;1.708;1.651;NOUN;NCMS000;3
escuela;3.40;1.702;1;11;-1.545;2.435;3.990;2.504;2.159;NOUN;NCFS000;3
escultura;8.58;1.830;5;11;0.418;1.176;2.212;1.531;1.271;NOUN;NCFS000;4
escurreplatos;8.60;2.312;1;11;0.450;;;;0.001;NOUN;NCMN000;5
escurridor;7.12;2.191;2;11;-0.147;;0.845;;0.018;NOUN;NCMS000;4
ese;3.80;2.695;1;11;-1.088;3.700;4.761;3.644;2.823;DETERMINER;DD0MS0;2
ése;4.04;2.204;1;9;-0.872;2.635;3.521;2.336;1.141;PRONOUN;PD0MS000;2
esencia;9.44;2.062;3;11;0.875;1.447;2.593;2.053;1.507;NOUN;NCFS000;3
eses;6.76;2.282;3;11;0.370;2.248;1.633;0.778;0.254;NOUN;NCFP000;2
esfera;7.98;2.470;1;11;0.216;1.672;2.365;1.929;1.398;NOUN;NCFS000;3
esfuerzo;7.52;2.121;2;11;0.006;2.461;3.119;2.741;1.932;NOUN;NCMS000;3
esmeralda;7.60;2.373;2;11;0.021;0.477;2.294;1.447;0.859;NOUN;NP00000;4
esmoquin;9.38;1.652;5;11;0.706;0.778;2.373;1.146;0.120;NOUN;NCMS000;3
eso;3.22;1.941;1;9;-1.293;4.106;5.320;3.534;2.669;PRONOUN;PD0NS000;2
esófago;9.44;1.680;5;11;0.811;0.477;1.653;1.079;0.329;NOUN;NCMS000;4
esos;4.54;2.288;1;10;-0.799;3.163;4.220;3.202;2.297;DETERMINER;DD0MP0;2
espabilado;7.20;2.390;3;11;-0.111;1.041;0.903;0.954;0.060;VERB;VMP00SM;5
espacial;7.98;2.245;4;11;0.514;1.204;2.964;2.033;1.470;ADJECTIVE;AQ0CS0;3
espacio;6.32;2.369;2;11;-0.351;2.307;3.516;2.877;2.196;NOUN;NCMS000;3
espada;5.06;2.226;1;10;-0.909;1.462;3.101;2.009;1.605;NOUN;NCFS000;3
espagueti;4.44;1.631;1;8;-0.998;0.301;1.964;;0.103;NOUN;NCMS000;4
espaguetis;4.64;1.663;2;10;-0.753;0.778;1.771;0.477;0.123;NOUN;NCMP000;4
espalda;3.90;1.753;1;8;-1.197;1.732;3.453;2.567;1.524;NOUN;NCFS000;3
espanto;8.78;1.844;5;11;0.509;0.903;1.908;1.690;0.975;NOUN;NCMS000;3
espantoso;7.00;2.268;1;11;-0.261;1.462;2.630;1.653;0.853;ADJECTIVE;AQ0MS0;4
españa;5.84;1.788;2;10;-0.371;3.435;2.856;3.377;2.779;NOUN;NP00000;3
español;5.28;2.241;1;10;-0.359;2.936;2.905;3.035;2.450;ADJECTIVE;AQ0MS0;3
española;5.40;1.906;1;10;-0.657;3.016;2.188;2.988;2.333;ADJECTIVE;AQ0FS0;4
españolas;5.76;1.975;1;10;-0.105;2.114;1.431;2.338;1.652;ADJECTIVE;AQ0FP0;4
españoles;5.44;1.960;2;10;-0.264;2.820;1.982;3.026;2.072;ADJECTIVE;AQ0MP0;4
espárrago;7.62;2.039;2;11;-0.011;1.114;0.903;1.146;0.198;NOUN;NCMS000;4
esparto;9.30;2.131;3;11;0.671;0.845;;1.000;0.388;NOUN;NCMS000;3
espátula;8.18;2.087;3;11;0.459;;1.568;0.301;0.152;NOUN;NCFS000;4
especial;6.78;2.359;3;11;0.095;2.682;3.841;2.726;2.285;ADJECTIVE;AQ0CS0;3
especialmente;7.96;2.194;1;11;0.938;2.342;3.315;2.696;2.273;ADVERB;RG;5
especie;7.72;1.874;4;11;0.220;2.633;3.462;2.906;2.072;NOUN;NCFS000;3
especificidad;10.52;0.909;7;11;1.285;0.477;;1.114;0.572;NOUN;NCFS000;6
específico;9.38;1.640;5;11;0.980;1.519;2.629;1.857;1.378;ADJECTIVE;AQ0MS0;5
espectáculo;7.54;2.644;2;11;0.070;2.223;3.177;2.529;1.582;NOUN;NCMS000;5
espectro;10.24;1.153;7;11;1.036;0.845;2.281;1.778;1.189;NOUN;NCMS000;3
especulación;10.46;1.092;6;11;1.167;1.301;1.964;1.544;0.930;NOUN;NCFS000;5
espejismo;9.04;1.916;5;11;0.603;0.778;1.623;1.716;0.886;NOUN;NCMS000;4
espejo;3.78;1.542;1;8;-1.258;1.806;3.070;2.567;1.436;NOUN;NCMS000;3
espera;4.50;2.178;1;9;-0.615;2.704;4.433;2.682;1.955;VERB;VMIP3S0;3
esperamos;5.70;1.898;2;10;-0.074;2.130;3.154;1.591;1.452;VERB;VMIP1P0;4
esperando;5.04;2.099;2;11;-0.335;2.310;3.846;2.470;1.511;VERB;VMG0000;4
esperanza;7.94;1.789;4;11;0.308;2.210;3.354;2.643;1.892;NOUN;NCFS000;4
esperanzado;9.22;1.741;5;11;0.639;0.602;1.079;0.845;0.306;ADJECTIVE;AQ0MSP;5
esperar;4.85;1.412;1;10;-0.716;2.314;3.859;2.723;1.840;VERB;VMN0000;3
espermatozoide;9.32;1.596;3;11;0.762;0.602;1.176;1.362;0.163;NOUN;NCMS000;6
espero;5.42;1.774;2;9;-0.255;2.461;4.088;2.196;1.911;VERB;VMIP1S0;3
espía;7.80;2.060;2;11;0.062;1.398;2.939;1.431;0.899;NOUN;NCCS000;3
espiga;8.34;2.361;2;11;0.366;0.903;0.954;0.699;0.746;NOUN;NCFS000;3
espina;5.48;2.288;1;10;-0.711;0.845;2.274;1.613;0.864;NOUN;NCFS000;3
espinacas;5.56;2.260;1;11;-0.785;0.477;1.380;0.477;0.217;NOUN;NCFP000;4
espinal;9.92;1.368;6;11;1.117;;2.000;1.230;0.506;ADJECTIVE;AQ0CS0;3
espinas;5.22;1.718;2;9;-0.753;0.477;1.839;1.462;0.857;NOUN;NCFP000;3
espinazo;8.98;2.015;4;11;0.568;0.301;0.903;1.230;0.294;NOUN;NCMS000;4
espiración;10.04;1.414;5;11;1.163;;;0.778;0.108;NOUN;NCFS000;4
espíritu;7.12;1.945;3;10;-0.061;2.173;3.374;2.687;2.100;NOUN;NCMS000;4
espiritual;8.92;1.872;3;11;0.885;1.568;2.685;2.182;1.635;ADJECTIVE;AQ0CS0;4
esplendor;8.82;1.913;5;11;0.777;1.146;1.934;1.863;1.123;NOUN;NCMS000;3
esposa;4.92;1.926;2;11;-0.652;1.987;4.127;2.592;1.959;NOUN;NCFS000;3
esposo;6.20;2.330;1;11;-0.428;1.431;3.731;2.017;1.417;NOUN;NCMS000;3
espuma;4.62;2.089;1;10;-0.983;1.079;2.405;1.863;0.931;NOUN;NCFS000;3
espumadera;7.80;2.176;3;11;0.111;;0.477;;0.026;NOUN;NCFS000;5
esqueleto;6.98;2.025;1;10;-0.164;0.778;2.199;1.763;0.870;NOUN;NCMS000;4
esquema;8.62;1.701;5;11;0.561;1.544;2.079;1.991;1.277;NOUN;NCMS000;3
esquí;7.20;2.100;3;11;-0.133;1.000;2.083;1.255;0.986;NOUN;NCMS000;2
esquimal;7.04;2.185;3;11;0.105;0.845;1.708;1.041;0.196;ADJECTIVE;AQ0CS0;3
esquina;5.12;2.027;2;11;-0.410;1.869;3.191;2.352;1.329;NOUN;NCFS000;3
esta;3.22;1.833;1;8;-1.154;3.783;4.962;3.825;3.282;DETERMINER;DD0FS0;2
ésta;4.10;2.225;1;10;-0.827;2.940;3.661;2.924;2.230;PRONOUN;PD0FS000;2
estaba;4.70;1.776;1;8;-0.496;3.435;4.763;3.652;2.733;VERB;VMII3S0;3
estábamos;5.70;1.619;3;9;-0.107;2.555;3.738;2.373;1.270;VERB;VMII1P0;4
estaban;5.18;1.826;2;11;-0.322;2.803;3.844;3.030;2.246;VERB;VMII3P0;3
estabas;5.12;1.996;1;11;-0.356;2.100;3.988;1.914;0.688;VERB;VMII2S0;3
estabilidad;8.98;2.045;5;11;0.532;1.806;2.117;2.104;1.758;NOUN;NCFS000;5
estable;9.24;1.791;4;11;0.932;1.681;2.735;2.033;1.361;ADJECTIVE;AQ0CS0;3
establecimiento;8.86;2.100;3;11;0.659;1.477;2.288;1.987;1.622;NOUN;NCMS000;6
estación;6.64;2.414;2;11;-0.154;2.000;3.372;2.479;1.944;NOUN;NCFS000;3
estadio;7.26;2.319;2;11;0.292;1.875;2.638;2.149;1.824;NOUN;NCMS000;3
estadística;10.40;1.125;5;11;1.466;1.785;1.845;1.881;1.280;NOUN;NP00000;5
estado;9.72;1.666;4;11;0.760;3.337;4.389;3.368;2.854;NOUN;NP00000;3
estados;8.26;2.088;4;11;1.038;2.851;3.477;2.352;2.820;NOUN;NP00000;3
estafa;8.82;1.629;5;11;0.508;1.380;2.539;1.623;0.720;NOUN;NCFS000;3
estáis;6.58;2.120;2;11;0.305;2.286;2.580;1.663;1.000;VERB;VMIP2P0;2
estamos;4.32;1.867;1;9;-0.743;3.420;4.565;2.889;2.260;VERB;VMIP1P0;3
estampa;6.12;2.106;2;11;-0.525;1.000;1.079;1.699;0.608;NOUN;NCFS000;3
estancado;8.38;2.059;5;11;0.277;0.778;1.681;0.778;0.388;ADJECTIVE;AQ0MSP;4
estancia;9.44;1.554;5;11;0.740;1.505;2.114;2.140;1.504;NOUN;NCFS000;3
estanque;6.04;2.000;2;10;-0.325;1.041;2.276;1.556;0.739;NOUN;NCMS000;3
estante;6.12;1.814;3;10;-0.616;;2.265;1.176;0.365;NOUN;NCMS000;3
estantería;5.88;2.237;2;11;-0.497;1.176;1.591;1.204;0.246;NOUN;NCFS000;5
estaño;10.12;1.612;5;11;1.025;0.845;1.041;0.778;0.622;NOUN;NCMS000;3
estar;5.74;2.481;1;11;-0.740;3.300;4.593;3.217;2.437;VERB;VMN0000;2
estará;5.84;2.207;2;11;-0.005;2.336;3.888;2.403;1.521;VERB;VMIF3S0;3
estarán;5.66;1.686;3;10;-0.120;2.033;3.322;1.949;1.287;VERB;VMIF3P0;3
estaría;6.18;1.870;3;10;0.092;2.223;3.695;2.360;1.353;VERB;VMIC3S0;4
estas;4.48;2.358;1;11;-0.799;3.188;4.190;3.347;2.689;DETERMINER;DD0FP0;2
éstas;5.18;2.274;2;11;-0.371;2.316;2.911;2.415;1.743;PRONOUN;PD0FP000;2
estático;9.34;1.686;4;11;0.702;0.602;1.491;1.204;0.507;ADJECTIVE;AQ0MS0;4
estatua;6.20;2.020;3;11;-0.289;1.041;2.666;1.903;1.264;NOUN;NCFS000;3
estatura;6.58;1.751;2;10;0.019;1.146;2.155;2.000;1.000;NOUN;NCFS000;4
estatus;10.52;0.886;8;11;1.413;0.903;2.107;1.279;1.062;NOUN;NCMN000;3
este;4.18;2.192;1;10;-0.792;3.875;4.882;3.888;3.360;DETERMINER;DD0MS0;2
esté;5.52;2.426;1;11;-0.145;2.694;3.985;2.534;1.767;VERB;VMSP3S0;2
éste;6.30;3.196;1;11;-0.479;3.093;3.715;3.041;2.411;PRONOUN;PD0MS000;2
estén;5.82;2.126;1;11;-0.044;2.301;3.442;2.114;1.535;VERB;VMSP3P0;2
estereotipo;10.54;1.034;6;11;1.504;0.699;1.845;1.000;0.453;NOUN;NCMS000;6
esterilidad;10.30;1.374;6;11;1.224;0.602;1.079;1.447;0.424;NOUN;NCFS000;5
esterlina;10.44;1.163;6;11;1.272;;;0.778;0.467;NOUN;NCFS000;4
esternocleidomastoideo;9.96;1.340;6;11;0.958;;;;0.039;ADJECTIVE;AQ0MS0;9
estética;8.74;1.782;4;11;0.466;1.663;1.908;2.134;1.241;NOUN;NCFS000;4
estético;9.66;1.733;6;11;1.175;1.079;1.322;1.672;0.773;ADJECTIVE;AQ0MS0;4
estiércol;7.60;2.499;2;11;0.343;;2.124;1.301;0.549;NOUN;NCMS000;3
estilo;8.76;2.181;1;11;0.639;2.260;3.458;2.560;2.120;NOUN;NCMS000;3
estimar;9.32;2.035;5;11;0.746;0.903;1.204;1.176;0.866;VERB;VMN0000;3
estimular;9.74;1.426;7;11;0.855;0.903;1.813;1.447;1.009;VERB;VMN0000;4
estímulo;10.30;1.055;7;11;1.231;1.362;1.898;1.908;1.069;NOUN;NCMS000;4
esto;3.34;2.105;1;10;-1.216;3.763;5.127;3.357;2.863;PRONOUN;PD0NS000;2
estómago;5.58;2.091;1;10;-0.607;1.505;3.133;2.290;1.106;NOUN;NCMS000;4
estornudo;4.88;2.115;1;11;-0.836;0.301;1.505;1.000;0.274;NOUN;NCMS000;4
estos;4.40;2.304;1;10;-0.743;3.357;4.183;3.424;2.773;DETERMINER;DD0MP0;2
éstos;4.94;2.307;2;10;-0.464;2.328;2.849;2.592;1.907;PRONOUN;PD0MP000;2
estoy;4.14;2.070;1;11;-0.798;3.430;5.037;3.075;2.254;VERB;VMIP1S0;2
estrato;10.72;0.730;8;11;1.280;0.778;0.845;0.903;0.565;NOUN;NCMS000;3
estrecha;6.26;2.221;2;11;-0.286;1.447;2.033;2.114;1.425;ADJECTIVE;AQ0FS0;3
estrecho;6.90;1.940;1;11;0.120;1.633;2.124;1.959;1.474;NOUN;NCMS000;3
estrella;3.66;1.869;1;11;-1.004;2.104;3.405;2.358;1.750;NOUN;NCCS000;3
estrellas;4.16;1.658;1;8;-1.133;2.117;3.268;2.502;1.728;NOUN;NCCP000;3
estremecerse;9.24;1.768;4;11;0.658;;0.778;0.778;0.266;VERB;VMN0000;5
estrena;6.90;2.234;3;11;0.124;1.447;1.415;1.041;0.925;NOUN;NCFS000;3
estreno;7.66;1.923;3;11;0.101;1.690;2.513;1.580;1.252;NOUN;NCMS000;3
estrés;9.98;1.660;4;11;1.137;1.663;2.862;1.845;0.866;NOUN;NCMN000;2
estribo;9.76;1.933;3;11;0.853;0.602;1.204;1.041;0.423;NOUN;NCMS000;3
estridente;10.06;1.434;6;11;1.419;;1.362;1.255;0.495;ADJECTIVE;AQ0CS0;4
estropajo;6.80;2.030;3;11;-0.349;0.477;1.279;0.778;0.100;NOUN;NCMS000;4
estropeado;5.64;1.893;3;10;-0.396;1.342;2.104;1.322;0.331;ADJECTIVE;AQ0MSP;5
estructura;9.20;1.666;4;11;0.823;2.025;2.712;2.638;2.013;NOUN;NCFS000;4
estruendo;7.72;2.119;2;11;0.440;0.602;1.699;1.491;0.703;NOUN;NCMS000;3
estuche;4.29;1.429;1;8;-1.128;0.954;1.892;1.568;0.444;NOUN;NCMS000;3
estudiado;6.44;2.082;3;11;0.259;2.017;2.369;1.903;1.147;VERB;VMP00SM;4
estudiando;5.80;1.604;3;10;-0.022;2.246;2.817;1.748;1.077;VERB;VMG0000;4
estudiante;5.76;1.933;3;11;-0.270;1.914;3.166;1.924;1.427;NOUN;NCCS000;4
estudiantes;6.26;2.018;2;11;-0.083;2.114;3.112;2.336;1.865;NOUN;NCCP000;4
estudiar;5.80;1.761;3;11;-0.521;2.511;3.175;2.373;1.692;VERB;VMN0000;3
estudio;5.90;2.112;3;11;-0.616;2.556;3.366;2.894;2.217;NOUN;NCMS000;3
estudios;6.08;1.816;3;11;-0.185;2.631;3.045;2.711;2.179;NOUN;NCMP000;3
estudioso;6.50;1.529;4;10;-0.480;0.954;1.491;1.176;0.632;ADJECTIVE;AQ0MS0;4
estufa;6.58;2.269;2;11;-0.445;1.079;2.146;1.176;0.561;NOUN;NCFS000;3
estupendo;6.54;2.215;1;11;0.279;2.149;3.487;1.653;0.683;ADJECTIVE;AQ0MS0;4
estúpido;5.44;2.140;2;10;-0.336;1.176;3.748;1.724;0.819;ADJECTIVE;AQ0MS0;4
estuve;5.52;1.669;1;9;-0.176;2.581;3.859;2.025;1.155;VERB;VMIS1S0;3
estuviera;6.80;2.138;3;11;0.394;2.021;3.496;2.393;1.409;VERB;VMSI3S0;4
estuvimos;6.14;1.578;2;11;0.115;2.223;3.174;1.591;0.758;VERB;VMIS1P0;4
estuvo;5.94;1.570;2;10;-0.046;2.585;3.994;2.694;2.063;VERB;VMIS3S0;3
et;6.88;1.814;4;11;0.116;0.699;;1.633;1.739;NOUN;NC00000;1
eta;9.98;1.286;7;11;1.397;2.097;1.114;2.494;1.854;NOUN;NP00000;2
etapa;9.10;1.581;5;11;0.626;2.396;2.719;2.579;1.947;NOUN;NCFS000;3
etcétera;7.38;2.127;2;11;-0.102;2.810;2.314;2.332;0.053;NOUN;NP00000;4
eternidad;8.96;1.818;4;11;0.681;0.699;2.732;1.903;1.052;NOUN;NCFS000;4
eterno;8.24;1.954;4;11;0.549;1.362;2.526;2.017;1.329;ADJECTIVE;AQ0MS0;3
etílico;10.46;1.092;5;11;1.143;0.477;1.000;0.954;0.197;NOUN;NCMS000;4
euforia;9.64;1.626;5;11;0.817;1.477;1.929;1.799;0.718;NOUN;NCFS000;3
eufórico;9.74;1.639;4;11;0.821;;1.633;1.146;0.245;ADJECTIVE;AQ0MS0;4
euro;10.80;1.161;3;11;1.520;1.491;1.568;;1.780;NOUN;NCMS000;2
europa;8.14;1.852;4;11;0.646;2.875;3.062;2.872;2.670;NOUN;NP00000;3
europea;8.26;2.068;4;11;1.038;2.543;2.241;2.301;2.748;NOUN;NP00000;4
europeo;9.26;1.759;5;11;1.011;2.328;2.114;2.348;2.534;NOUN;NP00000;4
europeos;7.66;1.923;3;11;0.738;2.161;2.009;2.344;2.150;ADJECTIVE;AQ0MP0;4
euros;9.76;2.291;1;11;0.890;0.845;2.422;;2.241;NOUN;NCMP000;2
euskadi;9.70;1.632;5;11;1.665;2.079;;1.857;1.243;NOUN;NP00000;3
eutanasia;10.60;0.969;6;11;2.168;2.025;1.613;1.322;0.610;NOUN;NCFS000;4
evento;8.90;2.279;3;11;0.800;1.114;2.957;1.602;1.379;NOUN;NCMS000;3
evidencia;10.02;1.363;6;11;0.966;1.462;3.354;2.117;1.450;NOUN;NCFS000;4
evidente;8.92;1.828;4;11;1.268;2.230;2.614;2.593;1.774;ADJECTIVE;AQ0CS0;4
evidentemente;9.18;1.848;5;11;1.448;2.777;2.534;2.217;1.500;ADVERB;RG;6
evitar;7.44;2.140;2;11;0.675;2.362;3.436;2.773;2.135;VERB;VMN0000;3
evocación;9.84;1.942;3;11;0.826;0.301;0.778;1.447;0.510;NOUN;NCFS000;4
evolución;9.18;1.480;5;11;0.676;2.086;2.553;2.468;1.894;NOUN;NCFS000;4
evolucionista;10.34;1.319;6;11;1.092;;0.778;1.820;0.255;ADJECTIVE;AQ0CS0;6
ex;8.48;2.073;2;11;1.046;2.149;3.476;2.705;2.198;NOUN;NCCN000;1
exactamente;8.28;1.629;5;11;1.073;2.878;3.959;2.542;1.644;ADVERB;RG;5
exactitud;9.32;1.544;6;11;0.641;0.954;1.991;2.049;1.095;NOUN;NCFS000;4
exacto;7.22;2.013;2;11;0.280;2.338;3.397;2.117;1.110;ADJECTIVE;AQ0MS0;3
exaltación;10.26;1.046;7;11;1.062;0.477;1.114;1.556;0.819;NOUN;NCFS000;4
examen;6.46;1.619;2;11;-0.237;2.049;3.333;2.155;1.479;NOUN;NCMS000;3
exámenes;6.66;1.586;3;11;0.050;1.663;2.880;1.806;0.898;NOUN;NCMP000;4
