Graph;Genre;Ngraph;Nphon;FRtlf1;FRbaud;FRSdest;VIMdest
abat-jour;m;9;6;293;5;2.809999943;6.019999981
abbé;m;4;3;10176;53;1.860000014;5.039999962
abeille;f;7;4;1676;70;3.829999924;6.630000114
abîme;m;5;4;4598;9;2.230000019;3.089999914
abri;m;4;4;4250;13;3.319999933;5.840000153
abricot;m;7;6;195;0;2.660000086;5.840000153
absence;f;7;5;8495;63;4.909999847;3.430000067
accident;m;8;6;4216;84;5.510000229;5.860000134
accord;m;6;4;11082;172;4.230000019;2.859999895
accueil;m;7;4;1778;19;3.900000095;3.650000095
acte;m;4;4;0;107;3.619999886;3.210000038
activité;f;8;8;10967;211;5.519999981;4.119999886
actrice;f;7;6;-1;60;4.710000038;5.989999771
adaptation;f;10;9;1952;45;4.070000172;2.430000067
admiration;f;10;9;5058;33;3.680000067;3.019999981
adolescent;m;10;7;1901;48;5.519999981;5.769999981
adoration;f;9;8;1208;5;3.099999905;3.269999981
adulte;v;6;6;1939;82;5.989999771;5.889999866
affaire;f;7;4;25836;341;4.96999979;2.74000001
affiche;f;7;4;1310;18;4.230000019;6.070000172
âge;m;3;2;19518;206;6.110000134;3.609999895
agent;m;5;3;4335;92;3.75999999;4.650000095
agitation;f;9;8;2961;25;3.700000048;3.839999914
agneau;m;6;3;901;16;3.299999952;6.369999886
agrafe;f;6;5;195;2;3.25;6.230000019
agression;f;9;7;480;14;4.429999828;4.190000057
agressivité;f;11;10;438;15;3.950000048;4.099999905
agriculteur;m;11;10;246;5;3.059999943;5.849999905
aigle;v;5;4;1135;8;3.160000086;6.610000134
aiguille;f;8;5;2190;30;4.21999979;6.53000021
ail;m;3;2;404;1;4.039999962;5.989999771
aile;f;4;2;6883;59;3.74000001;6.349999905
air;m;3;2;58360;361;5.46999979;3.950000048
aise;f;4;2;4811;35;3.25999999;2.299999952
aisselle;f;8;4;446;6;3.069999933;5.650000095
alaise;f;6;4;-1;0;2.589999914;3.049999952
alcool;m;6;5;1969;48;5.519999981;5.989999771
alerte;f;6;6;838;8;3.650000095;3.630000114
alexandrin;m;10;9;540;1;1.809999943;3.460000038
allée;f;5;3;4688;17;3.700000048;5.519999981
alliance;f;8;5;2867;41;3.400000095;4.989999771
allumette;f;9;6;974;8;5.289999962;6.78000021
allure;f;6;4;3931;53;3.890000105;3.200000048
alouette;f;8;5;425;11;2.640000105;5.380000114
alphabet;m;8;6;348;7;4.260000229;5.769999981
amande;f;6;4;404;5;3.880000114;6.28000021
ambiance;f;8;5;914;23;4.070000172;2.99000001
ambiguïté;f;9;8;876;4;2.599999905;2.059999943
ambition;f;8;6;4484;30;4.690000057;2.980000019
âme;f;3;2;44096;134;3.390000105;2.690000057
amélioration;f;12;11;599;49;4.659999847;2.710000038
ami;m;3;3;47686;359;6.21999979;5.869999886
amitié;f;6;6;11703;60;5.360000134;4.420000076
amortisseur;m;11;9;21;1;2.440000057;4.190000057
amour;m;5;4;54285;347;6.230000019;4.559999943
amourette;f;9;6;148;0;2.339999914;3.450000048
amplificateur;m;13;11;34;3;3.190000057;5.590000153
amusement;m;9;6;1012;6;3.960000038;4.099999905
analyse;f;7;6;6747;71;4.360000134;2.609999895
anarchie;f;8;6;1169;9;2.069999933;2.559999943
anarchiste;v;10;9;1008;2;1.879999995;2.849999905
âne;m;3;2;2267;6;3.089999914;6.349999905
angoisse;f;8;5;10448;58;3.180000067;3.269999981
animal;m;6;6;13171;126;5.590000153;6.329999924
animateur;m;9;8;285;18;3.99000001;4.909999847
anneau;m;6;3;1382;26;4.21999979;6.559999943
année;f;5;3;32490;916;6.260000229;3.430000067
anniversaire;m;12;9;787;37;4.96999979;5.039999962
antenne;f;7;4;467;7;3.420000076;6.349999905
antiquaire;v;10;6;336;0;1.899999976;4.489999771
anxiété;f;7;7;1642;22;3.880000114;2.960000038
appareil;m;8;6;4543;207;4.739999771;4.820000172
apparence;f;9;6;11086;53;4.590000153;3.380000114
apparition;f;10;8;3816;51;3.019999981;3.00999999
appartement;m;11;8;4356;80;5.840000153;6.340000153
après-midi;v;10;8;9419;86;6.239999771;4.179999828
aquarelle;f;9;7;327;2;2.450000048;4.429999828
aquarium;m;8;8;310;22;3.400000095;6.570000172
arachide;f;8;6;46;2;3.609999895;6.650000095
araignée;f;8;5;1042;10;4.340000153;6.789999962
arbitre;m;7;7;1131;10;4.309999943;6.210000038
arbre;m;5;5;20625;142;5.340000153;6.800000191
arc;m;3;3;1633;17;3.119999886;6.28000021
archet;m;6;4;314;1;1.710000038;4.659999847
archipel;m;8;7;242;6;2.029999971;4.079999924
argent;m;6;4;19021;212;6.619999886;6.510000229
argument;m;8;6;3292;52;4.420000076;3.400000095
arme;f;4;4;9801;127;4.159999847;6.119999886
armée;f;5;4;32154;79;4.460000038;6.099999905
armoire;f;7;6;2667;27;5.190000057;6.449999809
arrêt;m;5;3;4479;63;5.389999866;5.670000076
art;m;3;2;24585;291;4.679999828;4.659999847
article;m;7;7;9172;172;4.539999962;4.690000057
articulation;f;12;11;710;8;3.460000038;3.880000114
artiste;v;7;7;10023;127;4.679999828;5.739999771
ascenseur;m;9;6;718;17;5.480000019;6.449999809
asile;m;5;4;1608;11;2.539999962;4.670000076
aspect;m;6;4;10252;122;3.819999933;2.160000086
assaisonnement;m;14;8;25;2;3.650000095;4.829999924
assiette;f;8;5;2790;33;6.360000134;6.849999905
association;f;11;9;2586;139;4.090000153;2.779999971
assurance;f;9;6;3446;93;4.670000076;3.680000067
atelier;m;7;6;2824;50;3.630000114;5.440000057
attache;f;7;4;753;5;4.309999943;4.71999979
attente;f;7;4;5905;41;4.179999828;3.130000114
attention;f;9;6;16723;146;5.679999828;2.720000029
attitude;f;8;6;11810;146;5.079999924;2.579999924
auberge;f;7;6;2025;14;3.039999962;5.980000019
auditoire;m;9;7;616;34;3.359999895;5.46999979
autel;m;5;4;2220;12;2.549999952;5.710000038
auteur;m;6;4;11912;276;4.880000114;3.950000048
auto;f;4;3;;27;6.380000114;6.889999866
autobus;m;7;6;1391;39;6;6.690000057
automne;m;7;4;3326;62;4.96999979;5.489999771
autorité;f;8;7;9602;147;4.25;3.769999981
autoroute;f;9;6;8;7;4.269999981;6.309999943
avantage;m;8;6;5802;106;5.5;2.170000076
avenir;m;6;5;13584;173;5.429999828;2.940000057
aventure;f;8;6;8895;112;4.110000134;3.880000114
avion;m;5;4;4981;155;4.760000229;6.840000153
avis;m;4;3;6598;111;4.340000153;2.75999999
avocat;m;6;5;2467;118;4.559999943;5.760000229
bactérie;f;8;7;276;7;3.650000095;4.489999771
bagnole;f;7;5;285;1;2.319999933;5.869999886
bague;f;5;3;1178;11;5.309999943;6.71999979
baguette;f;8;5;621;4;3.720000029;6.099999905
baignoire;f;9;6;633;7;3.309999943;6.760000229
bail;m;4;3;246;9;3.450000048;4.019999981
bain;m;4;2;3220;81;6.130000114;6.670000076
baïonnette;f;10;7;633;2;1.940000057;5.130000114
balai;m;5;4;723;9;4.860000134;6.650000095
balance;f;7;5;1506;32;4.269999981;5.610000134
balle;f;5;3;3799;25;5.480000019;6.869999886
ballerine;f;9;6;63;1;3.210000038;6.389999866
bambin;m;6;4;195;3;2.25999999;5.599999905
banane;f;6;5;268;6;5.789999962;6.860000134
banc;m;4;2;4786;50;4.570000172;6.440000057
bande;f;5;3;;83;3.640000105;5.019999981
bandeau;m;7;4;723;7;4.309999943;6.079999924
bandelette;f;10;6;178;0;1.889999986;3.730000019
bandit;m;6;4;693;24;3.849999905;5.46999979
bandoulière;f;11;8;-1;7;1.919999957;3.809999943
banque;f;6;3;2510;131;5.75;6.53000021
banquette;f;9;5;1293;12;2.569999933;4.619999886
banquier;m;8;5;1063;17;3.880000114;5.300000191
banquise;f;8;5;72;0;2.089999914;4.429999828
barbe;f;5;5;4203;33;4.889999866;6.730000019
barbier;m;7;6;136;4;3.980000019;6.010000229
barboteuse;f;10;8;0;0;1.75999999;5.300000191
baronne;f;7;5;-1;20;1.570000052;3.529999971
barreau;m;7;4;1174;35;3.789999962;5.820000172
barrière;f;8;6;2127;20;4.139999866;6.300000191
bas;m;3;2;21122;44;5.909999847;5.880000114
bassin;m;6;4;1680;20;3.589999914;5.590000153
bateau;m;6;4;5483;111;4.849999905;6.880000114
bâtiment;m;8;6;2016;80;4.130000114;6.570000172
bâton;m;5;4;2390;15;5.099999905;6.599999905
batterie;f;8;5;1591;16;4.550000191;6.380000114
beauté;f;6;4;13141;110;5.019999981;4.880000114
bébé;m;4;4;1693;37;5.929999828;6.630000114
bec;m;3;3;2101;8;4.920000076;6.449999809
bedeau;m;6;4;89;0;1.840000033;3.529999971
beffroi;m;7;6;97;0;1.210000038;1.649999976
bénitier;m;8;7;187;3;1.5;3.349999905
benjamine;f;9;7;-1;2;1.830000043;3.369999886
berceau;m;7;5;1561;3;4.010000229;6.699999809
berceuse;f;8;6;-1;3;3.369999886;5.840000153
berger;m;6;5;2067;3;2.839999914;5.860000134
besoin;m;6;5;37850;415;5.670000076;3.299999952
bétail;m;6;5;927;14;2.789999962;5.539999962
bête;f;4;3;17378;103;3.839999914;5.659999847
bêtise;f;6;5;2569;9;3.549999952;3.329999924
betterave;f;9;6;289;4;3.019999981;6.440000057
beurre;m;6;3;1335;19;5.880000114;6.599999905
bibelot;m;7;5;604;7;3.150000095;5.980000019
bible;f;5;5;1735;26;3.789999962;6.590000153
bibliothèque;f;12;10;4147;31;5.610000134;6.46999979
bière;f;5;4;1327;12;6.230000019;6.789999962
bijou;m;5;4;1671;28;4.989999771;6.550000191
bijoutière;f;10;8;-1;3;3.24000001;5.159999847
bilan;m;5;4;502;33;2.920000076;4.150000095
billet;m;6;4;4275;;5.130000114;6.25
biscuit;m;7;6;489;6;5.880000114;6.679999828
bise;f;4;3;582;2;2.700000048;4.960000038
bison;m;5;4;97;11;2.369999886;6.28000021
blague;f;6;4;1182;5;4.449999809;3.930000067
blé;m;3;3;3773;30;3.779999971;6.579999924
blouse;f;6;4;1220;5;5.090000153;6.579999924
bobine;f;6;5;246;3;3.130000114;5.690000057
bocal;m;5;5;306;10;3.99000001;6.25
bohémienne;f;10;7;-1;0;2.210000038;4.699999809
bois;m;4;3;21514;196;5.039999962;6.389999866
boisson;f;7;5;701;19;5.519999981;6.179999828
boîte;f;5;4;5305;99;5.550000191;6.550000191
bol;m;3;3;804;4;5.46999979;6.670000076
bombarde;f;8;7;38;0;2.420000076;4.130000114
bombardement;m;12;9;1412;17;3.720000029;5.539999962
bonbon;m;6;4;514;9;5.329999924;6.619999886
bonbonne;f;8;5;80;2;2.829999924;5.46999979
bonheur;m;7;5;19680;128;5.559999943;3.25999999
bonhomme;m;8;5;3020;11;4.489999771;5.53000021
bonnet;m;6;4;1289;10;2.519999981;5.929999828
bonté;f;5;4;3799;16;3.859999895;3.440000057
bord;m;4;3;14069;172;4.960000038;4.539999962
botte;f;5;3;2139;15;5.789999962;6.679999828
bouche;f;6;3;19293;96;5.599999905;6.679999828
boucher;m;7;4;957;4;4.099999905;5.869999886
bouchon;m;7;4;455;10;4.949999809;6.440000057
boucle;f;6;5;1565;22;3.819999933;6.269999981
bouclier;m;8;7;433;4;2.279999971;5.099999905
boue;f;4;2;3267;12;3.789999962;6.010000229
bouffon;m;7;4;480;6;2.880000114;5.980000019
bougie;f;6;4;1786;36;3.140000105;6.639999866
bouillotte;f;10;5;182;1;2.089999914;4.5
boulanger;m;9;6;608;1;4.090000153;6.090000153
boule;f;5;3;2654;34;4.269999981;6.369999886
bouquetière;f;11;7;34;0;2.960000038;5.539999962
bouquin;m;7;4;923;9;3.170000076;6.110000134
bourgeois;m;9;6;7483;31;3.059999943;4.190000057
bourgeon;m;8;5;506;15;2.900000095;6.190000057
bourrelet;m;9;5;297;3;3.059999943;4.329999924
bout;m;4;2;26542;270;4.949999809;4.829999924
bouteille;f;9;5;4067;43;5.869999886;6.639999866
bouton;m;6;4;2931;39;5.159999847;6.429999828
boutonnière;f;11;8;433;2;3.220000029;5.539999962
boxeur;m;6;6;344;2;4.539999962;6.239999771
bracelet;m;8;6;489;6;5.010000229;6.760000229
braise;f;6;4;880;4;3.00999999;5.429999828
brancard;m;8;6;744;1;2.019999981;4.139999866
branche;f;7;4;7028;67;4.920000076;6.619999886
bras;m;4;3;34643;235;5.730000019;6.75
bravoure;f;8;6;306;4;2.549999952;3.650000095
brebis;f;6;5;944;10;2.829999924;6.539999962
bretelle;f;8;6;387;2;4.289999962;6.659999847
bribe;f;5;4;416;6;1.779999971;2.630000114
brigand;m;7;5;684;4;2.069999933;4.710000038
brique;f;6;4;1723;23;3.99000001;6.559999943
briquet;m;7;5;442;4;3.589999914;6.670000076
brise;f;5;4;1459;10;3.849999905;4.059999943
brosse;f;6;4;927;32;5.980000019;6.75
brouillard;m;10;6;3301;30;3.730000019;5.940000057
broyeur;m;7;7;46;0;2.430000067;5.090000153
bruit;m;5;4;22662;162;5.730000019;3.619999886
brûleur;m;7;6;21;0;2.849999905;5.139999866
brunette;f;8;6;-1;2;3.690000057;5.679999828
brutalité;f;9;9;1118;14;3.369999886;4.090000153
bûcheron;m;8;5;489;7;3.859999895;6.300000191
buffet;m;6;4;1050;3;4.75;6.380000114
buffle;m;6;5;208;20;1.559999943;5.320000172
buisson;m;7;5;1591;7;2.920000076;5.940000057
bulle;f;5;3;740;8;3.359999895;6.170000076
bulletin;m;8;5;480;24;5.059999943;5.829999924
bureau;m;6;4;10491;206;5.579999924;6.340000153
but;m;3;2;10244;174;5.639999866;4.409999847
buveuse;f;7;5;-1;1;3.49000001;5.190000057
cabane;f;6;5;893;9;5.110000134;6.429999828
cabaret;m;7;6;1067;7;2.940000057;6.019999981
cabine;f;6;5;1123;48;4.190000057;6.190000057
cabriolet;m;9;9;212;0;1.909999967;4.099999905
cachot;m;6;4;502;7;2.079999924;4.940000057
cadavre;m;7;7;4020;31;3.799999952;5.96999979
cadeau;m;6;4;2144;28;5.550000191;6.53000021
cadette;f;7;5;331;9;2.829999924;4.199999809
café;m;4;4;9708;90;5.940000057;6.599999905
cafetière;f;9;7;208;0;4.800000191;6.409999847
cage;f;4;3;1986;32;4.090000153;6.659999847
cahier;m;6;4;3246;30;5.920000076;6.679999828
caillou;m;7;4;2156;21;2.930000067;6.510000229
caisse;f;6;3;2888;57;4.880000114;5.739999771
caissière;f;9;6;-1;3;5.159999847;5.659999847
calculatrice;f;12;11;-1;3;5.090000153;6.699999809
cale;f;4;3;293;10;1.830000043;3.960000038
calendrier;m;10;9;421;3;5.630000114;6.610000134
calme;m;5;5;11797;39;5.179999828;3.950000048
calotte;f;7;5;293;4;2.769999981;5.239999771
cambrioleur;m;11;10;97;0;3.440000057;5.420000076
camelot;m;7;5;161;1;2.430000067;3.970000029
caméra;f;6;6;38;18;5.139999866;6.71999979
camion;m;6;5;2144;75;5.349999905;6.829999924
camionneur;m;10;8;89;4;4.139999866;5.630000114
camp;m;4;2;5598;76;4.070000172;5.489999771
campagnarde;f;11;9;-1;3;2.180000067;4.579999924
campus;m;6;5;-1;0;5.639999866;5.769999981
canal;m;5;5;2488;42;4.940000057;6.119999886
canard;m;6;5;1297;11;3.710000038;6.769999981
candidate;f;9;7;-1;101;4.610000134;4.099999905
candidature;f;11;9;421;10;3.190000057;3.650000095
canine;f;6;5;136;0;2.369999886;5.190000057
cannelle;f;8;5;153;0;3.470000029;5.199999809
canon;m;5;4;4513;37;2.809999943;6.25
canot;m;5;4;684;4;4.010000229;6.690000057
cantatrice;f;10;8;55;1;1.470000029;3.549999952
cantine;f;7;5;340;4;3.910000086;5.650000095
cantinier;m;9;7;21;0;1.629999995;3.660000086
capitaine;m;9;7;6181;117;4.070000172;5.920000076
caractère;m;9;8;20084;155;4.909999847;3.359999895
carburateur;m;11;10;55;1;2.640000105;4.510000229
cardinal;m;8;8;1778;61;2.700000048;5.360000134
carnet;m;6;5;2539;8;3.869999886;6.039999962
carotte;f;7;5;314;3;5.610000134;6.889999866
carreau;m;7;4;1914;28;4.210000038;6.170000076
carrière;f;8;6;3862;78;5.320000172;4.5
carte;f;5;5;7504;89;5.21999979;6.380000114
carton;m;6;5;1506;29;4.199999809;6.389999866
cas;m;3;2;28414;547;4.869999886;2.210000038
casier;m;6;5;374;10;5.059999943;6.340000153
casquette;f;9;6;1484;8;5.010000229;6.849999905
casserole;f;9;6;735;10;4.289999962;6.329999924
cathédrale;f;10;8;2909;29;3.170000076;6.489999771
causalité;f;9;8;1318;3;2.559999943;1.820000052
cause;f;5;3;29405;323;5.150000095;2.210000038
cavalier;m;8;7;1969;34;2.599999905;5.570000172
cavalière;f;9;8;225;34;2.299999952;5.190000057
cellule;f;7;5;4454;109;4.510000229;5.559999943
cendre;f;6;5;2744;11;3.589999914;6.269999981
cendrier;m;8;7;272;14;4.760000229;6.599999905
censure;f;7;5;472;6;2.779999971;3.440000057
centaine;f;8;5;2539;85;4.300000191;4.579999924
centre;m;6;5;10414;223;5.53000021;4.699999809
cercle;m;6;6;5943;60;4.480000019;6.53000021
céréale;f;7;6;297;8;5.980000019;6.739999771
cerf-volant;m;11;7;106;1;3.299999952;6.860000134
cerise;f;6;5;701;1;4.619999886;6.710000038
cerisier;m;8;7;323;5;2.720000029;5.849999905
certificat;m;10;9;587;25;4.260000229;5.78000021
cerveau;m;7;5;5058;52;5.159999847;6.480000019
cervelle;f;8;6;1301;4;3.779999971;5.269999981
chaîne;f;6;3;4050;41;4.510000229;6.269999981
chaise;f;6;3;8168;58;6.349999905;6.809999943
chaleur;f;7;5;8819;87;5.690000057;4.199999809
chambre;f;7;5;33851;303;6.360000134;6.599999905
champ;m;5;2;14468;143;4.539999962;6.099999905
chance;f;6;3;10993;138;5.659999847;2.960000038
chandelier;m;10;7;204;6;3.839999914;6.559999943
chandelle;f;9;5;987;10;4.929999828;6.829999924
changement;m;10;5;7257;99;5.420000076;2.619999886
chanson;f;7;4;4033;54;5.659999847;4.880000114
chansonnette;f;12;7;97;1;2.019999981;4.119999886
chansonnier;m;11;7;59;14;3.170000076;5.480000019
chant;m;5;2;6785;46;4.349999905;4.840000153
chanteur;m;8;5;1293;24;5.260000229;6.239999771
chanteuse;f;9;5;-1;24;5.510000229;6.019999981
chapeau;m;7;4;8721;61;5.059999943;6.789999962
chapelet;m;8;5;1148;0;3.210000038;6.389999866
charbon;m;7;5;1948;17;3.210000038;6.110000134
charcutier;m;10;8;102;1;2.369999886;4.690000057
charge;f;6;5;4692;121;4.570000172;3.190000057
chariot;m;7;5;510;20;3.470000029;6.300000191
charlatan;m;9;7;289;2;2.099999905;3.730000019
charnière;f;9;7;208;2;2.069999933;4.099999905
charpente;f;9;6;655;11;2.849999905;5.03000021
charpentier;m;11;8;404;5;2.710000038;5.099999905
charrette;f;9;5;1135;8;3.180000067;6.190000057
charrue;f;7;4;782;4;4.050000191;6.46999979
chasseur;m;8;5;2786;51;4.340000153;6.090000153
chat;m;4;2;4326;58;5.309999943;6.820000172
château;m;7;4;5802;64;3.809999943;6.630000114
chaudière;f;9;6;306;11;4.210000038;6.400000095
chauffage;m;9;5;493;34;5.409999847;4.320000172
chauffeur;m;9;5;2539;26;5.039999962;5.690000057
chaumière;f;9;6;314;0;1.909999967;4.460000038
chaussure;f;9;5;1425;35;5.019999981;6.760000229
chef;m;4;3;21799;204;5.099999905;5.559999943
chemin;m;6;4;21165;114;5.489999771;6.289999962
cheminée;f;8;6;4122;23;4.360000134;6.769999981
chemise;f;7;5;4658;36;5.960000038;6.699999809
chenille;f;8;5;663;41;3.710000038;6.739999771
chercheur;m;9;6;616;39;3.910000086;4.599999905
cheval;m;6;5;13507;132;4.420000076;6.900000095
chevalet;m;8;6;268;4;1.909999967;4.96999979
chevalier;m;9;7;3156;34;3.099999905;5.670000076
cheveu;m;6;4;13626;145;6.090000153;6.739999771
cheville;f;8;5;876;11;4.880000114;6.699999809
chèvre;f;6;5;1523;5;3.410000086;6.599999905
chicane;f;7;5;289;1;5.489999771;4.5
chien;m;5;3;12112;71;5.320000172;6.929999828
chiffon;m;7;4;714;23;2.859999895;5.920000076
chiot;m;5;3;114;0;3.160000086;6.389999866
chirurgienne;f;12;9;-1;20;3.589999914;5.429999828
choc;m;4;3;3773;45;4.760000229;4.510000229
chocolat;m;8;6;1514;12;5.920000076;6.579999924
choix;m;5;3;7551;152;5.829999924;3.00999999
chômage;m;7;5;489;17;5.340000153;4.03000021
chope;f;5;3;161;2;1.639999986;3.430000067
chorale;f;7;5;-1;2;3.410000086;5.980000019
chose;f;5;3;138950;524;6.300000191;3.529999971
cicatrice;f;9;8;604;9;4.460000038;6.019999981
ciel;m;4;4;30422;119;5.579999924;6.699999809
cigale;f;6;5;374;4;2.75;5.769999981
cigarette;f;9;7;4471;48;6.099999905;6.800000191
cinéma;m;6;6;2824;127;5.269999981;6.380000114
circuit;m;7;6;578;27;3.630000114;4.53000021
citadelle;f;9;7;557;8;2.24000001;4.239999771
citadin;m;7;6;374;11;1.929999948;4.079999924
citadine;f;8;7;-1;11;1.649999976;3.119999886
cité;f;4;4;5066;46;2.75;5.179999828
civière;f;7;6;459;2;3.190000057;6.039999962
civilisation;f;12;11;6300;82;3.700000048;4.059999943
clairière;f;9;7;625;5;2.400000095;4.940000057
clarinette;f;10;8;114;2;2.460000038;6.559999943
classe;f;6;4;9206;268;5.949999809;5.630000114
classeur;m;8;6;165;3;3.970000029;5.929999828
clavecin;m;8;6;242;4;1.659999967;4.159999847
clavier;m;7;6;616;11;4.210000038;6.329999924
clef;f;4;3;6258;21;5.869999886;6.570000172
clenche;f;7;4;17;0;1.700000048;3.099999905
clignotant;m;10;7;191;1;4.28000021;5.829999924
climat;m;6;5;2493;58;4.630000114;4.760000229
clinicien;m;9;8;106;1;2.920000076;4.429999828
clochard;m;8;6;204;3;3.230000019;5.869999886
cloche;f;6;4;3867;32;3.980000019;6.679999828
clou;m;4;3;1859;19;4.269999981;6.710000038
clown;m;5;4;259;11;3.730000019;6.869999886
cochon;m;6;4;1791;14;4.349999905;6.869999886
cocotier;m;8;7;174;6;2.049999952;6.070000172
cocotte;f;7;5;319;3;3.309999943;5.570000172
coeur;m;5;3;60462;327;5.760000229;6.75
cognée;f;6;4;153;0;3.410000086;3.470000029
cohérence;f;9;6;553;3;3.230000019;1.99000001
coiffeur;m;8;6;965;12;4.650000095;6.179999828
coiffeuse;f;9;6;-1;2;5.079999924;5.75
coin;m;4;3;12941;116;4.96999979;5.730000019
coïncidence;f;11;8;978;14;4.25;2.720000029
coït;m;4;4;51;0;1.830000043;4.599999905
colère;f;6;5;11873;54;4.480000019;4.320000172
colis;m;5;4;442;20;3.109999895;6.110000134
collaboratrice;f;14;12;-1;37;3.289999962;3.339999914
colle;f;5;3;348;8;4.28000021;6.139999866
collectionneur;m;14;11;314;15;3.569999933;4.28000021
collectivité;f;12;11;638;24;3.359999895;3.25999999
collège;m;7;5;2999;103;5.320000172;5.949999809
collégienne;f;11;8;-1;9;2.890000105;5.110000134
collet;m;6;4;527;8;4.119999886;6.269999981
collier;m;7;5;1301;12;4.619999886;6.670000076
colline;f;7;5;4564;30;3.650000095;6.380000114
colonel;m;7;7;3331;57;3.099999905;5.059999943
colonne;f;7;5;4581;62;4.860000134;5.829999924
combat;m;6;4;6896;56;3.950000048;5.539999962
combattant;m;10;6;2561;16;3.630000114;5.170000076
comble;m;6;5;2493;10;2.619999886;2.519999981
comédienne;f;10;8;-1;61;4.889999866;4.880000114
commandant;m;10;6;6326;62;3.329999924;4.599999905
commandement;m;12;7;6875;19;3.410000086;3.619999886
commentaire;m;11;7;1956;45;5.130000114;3.339999914
commentatrice;f;13;10;-1;11;3.049999952;4.380000114
commerçante;f;11;8;-1;32;3.059999943;4.699999809
commerce;m;8;7;4211;139;4.550000191;5.190000057
commis;m;6;4;3126;10;3.809999943;4.440000057
communauté;f;10;8;2935;147;3.680000067;3.859999895
communication;f;13;11;4994;60;5.360000134;3.599999905
compagnon;m;9;6;5215;63;4.440000057;5.210000038
comparaison;f;11;8;2765;48;4.579999924;3.069999933
compétition;f;11;9;370;44;4.900000095;4.139999866
comportement;m;12;9;3007;51;5.019999981;3.450000048
compresseur;m;11;8;38;4;2.25;4.619999886
compte;m;6;3;22079;389;5.159999847;4.059999943
concept;m;7;6;2812;33;4.860000134;2.019999981
concert;m;7;5;2531;32;4.949999809;5.550000191
concierge;v;9;8;2688;14;4.139999866;6.050000191
conclusion;f;10;8;3837;85;5.449999809;3.210000038
concours;m;8;5;3024;65;4.46999979;3.950000048
condition;f;9;7;21756;311;5.199999809;2.660000086
conducteur;m;10;8;1012;44;4.28000021;5.360000134
conductrice;f;11;9;-1;44;3.660000086;5.190000057
conférencière;f;13;10;-1;20;2.769999981;4.190000057
confessionnal;m;13;10;472;5;2.670000076;5.559999943
confiance;f;9;6;11222;106;5.550000191;2.880000114
conflit;m;7;5;3692;62;4.730000019;3.779999971
confort;m;7;5;1280;28;4.369999886;3.839999914
congélateur;m;11;9;-1;0;4.710000038;6.619999886
connaissance;f;12;7;16494;178;5.130000114;3.109999895
connerie;f;8;5;242;0;3.859999895;3.710000038
conscience;f;10;6;33375;180;4.579999924;2.359999895
conseil;m;7;5;11890;333;4.679999828;3.099999905
consentement;m;12;7;1910;7;3.849999905;3.25999999
considération;f;13;11;4109;52;3.819999933;2.099999905
consonne;f;8;5;178;0;3.700000048;5.170000076
consultante;f;11;8;-1;1;3.5;4.019999981
contact;m;7;6;7623;125;4.800000191;3.779999971
contenant;m;9;5;684;0;4.670000076;5.889999866
contenu;m;7;5;5883;40;4.300000191;3.420000076
contexte;m;8;8;621;24;4.010000229;2.049999952
continent;m;9;6;1723;49;4.079999924;5.670000076
contraire;m;9;6;27032;37;5.320000172;3.119999886
contrat;m;7;5;1578;52;4.75;5.099999905
contrebandier;m;13;10;106;0;2.609999895;4.28000021
convalescence;f;13;9;540;4;2.75999999;3.099999905
conversation;f;12;10;13354;87;5.25;4.519999981
convoyeur;m;9;8;17;1;1.929999948;3.720000029
coopérative;f;11;10;114;6;3.50999999;3.440000057
coordinatrice;f;13;12;-1;0;4.170000076;4.03000021
copain;m;6;4;2710;19;4.53000021;5.550000191
copie;f;5;4;1408;18;5.570000172;5.510000229
copine;f;6;5;144;19;3.710000038;5.610000134
coquelicot;m;10;7;182;0;2.839999914;5.849999905
corbeau;m;7;5;714;2;2.839999914;6.630000114
corbeille;f;9;6;927;11;2.50999999;6.079999924
corde;f;5;5;4275;66;4.829999924;6.539999962
cordonnier;m;10;8;382;1;3.609999895;5.650000095
corneille;f;9;6;144;0;3.039999962;6.389999866
corps;m;5;3;54417;281;6.110000134;6.579999924
côté;m;4;4;44410;335;5.690000057;4.320000172
côtelette;f;9;6;225;2;3.049999952;6.059999943
cou;m;3;2;6670;41;5.300000191;6.619999886
couche;f;6;3;2454;69;4.28000021;6.309999943
coucou;m;6;4;365;2;2.75999999;5.019999981
couleur;f;7;5;16838;254;5.849999905;5.320000172
couloir;m;7;6;5139;49;4.079999924;6.099999905
coup;m;4;2;62653;455;5.28000021;4.880000114
coupe;f;5;3;2514;43;4.53000021;5.699999809
couple;m;6;5;3731;96;5.510000229;6.380000114
cour;f;4;3;11193;104;4.480000019;5.429999828
courage;m;7;5;9848;79;4.599999905;3.170000076
courant;m;7;4;5526;150;4.389999866;3.900000095
coureur;m;7;5;710;9;4.21999979;5.829999924
couronne;f;8;5;2833;50;3.700000048;6.489999771
courrier;m;8;5;2424;28;4.960000038;6.360000134
cours;m;5;3;14719;605;6.369999886;4.889999866
course;f;6;5;6938;105;4.789999962;5.409999847
courtier;m;8;6;178;6;2.940000057;3.529999971
courtisane;f;10;8;327;1;1.779999971;2.900000095
coussin;m;7;4;1327;17;5.070000172;6.5
couteau;m;7;4;3195;22;5.800000191;6.809999943
